A�O;MES;PAIS_ORIGEN;CIUDAD_DESTINO;TIPO_ORIGEN;BUSQUEDAS;ANTELACION;ESTANCIA_MEDIA;VARIACION_INTERANUAL_BUSQUEDAS
2024;2;Etiop�a;Donostia/San Sebasti�n;Internacional;1;73,0;5,0;-50,0
2024;2;Etiop�a;Fuerteventura;Internacional;3;49,33;5,0;-57,14
2024;2;Etiop�a;Girona;Internacional;1;7,0;7,0;-66,67
2024;2;Etiop�a;Granada;Internacional;3;179,0;7,0;0,0
2024;2;Etiop�a;Ibiza;Internacional;10;119,8;5,03;0,0
2024;2;Etiop�a;Lanzarote;Internacional;6;204,67;6,33;-25,0
2024;2;Etiop�a;Madrid;Internacional;459;123,13;21,14;25,41
2024;2;Etiop�a;Mallorca;Internacional;26;87,84;3,61;-27,78
2024;2;Etiop�a;Menorca;Internacional;4;121,67;7,33;0,0
2024;2;Etiop�a;Murcia;Internacional;1;7,0;3,0;0,0
2024;2;Etiop�a;M�laga;Internacional;57;115,29;11,31;137,5
2024;2;Etiop�a;Palmas de Gran Canaria, Las;Internacional;8;87,0;8,5;-82,61
2024;2;Etiop�a;Santa Cruz de la Palma;Internacional;2;71,0;28,0;0,0
2024;2;Etiop�a;Santiago de Compostela;Internacional;2;162,0;10,0;100,0
2024;2;Etiop�a;Sevilla;Internacional;10;17,75;5,88;-92,54
2024;2;Etiop�a;Tenerife;Internacional;2;15,0;4,0;-75,0
2024;2;Etiop�a;Val�ncia;Internacional;33;56,3;9,12;-69,16
2024;2;Etiop�a;Vigo;Internacional;2;86,0;4,5;0,0
2024;2;Fiji;Alacant/Alicante;Internacional;10;63,67;6,8;-93,79
2024;2;Fiji;Barcelona;Internacional;66;97,94;12,99;69,23
2024;2;Fiji;Bilbao;Internacional;4;112,0;10,0;-92,98
2024;2;Fiji;Fuerteventura;Internacional;10;28,57;6,5;900,0
2024;2;Fiji;Granada;Internacional;3;28,0;7,0;0,0
2024;2;Fiji;Ibiza;Internacional;10;72,2;5,6;-47,37
2024;2;Fiji;Lanzarote;Internacional;19;15,67;6,5;375,0
2024;2;Fiji;Madrid;Internacional;94;141,78;14,1;14,63
2024;2;Fiji;Mallorca;Internacional;10;64,67;7,67;-37,5
2024;2;Fiji;Menorca;Internacional;1;28,0;7,0;-66,67
2024;2;Fiji;Murcia;Internacional;1;199,0;7,0;0,0
2024;2;Fiji;M�laga;Internacional;14;178,07;7,14;-54,84
2024;2;Fiji;Palmas de Gran Canaria, Las;Internacional;6;74,75;6,88;-45,45
2024;2;Fiji;Salamanca;Internacional;2;4,0;2,0;0,0
2024;2;Fiji;Santa Cruz de la Palma;Internacional;1;119,0;6,0;0,0
2024;2;Fiji;Sevilla;Internacional;8;25,0;6,0;-46,67
2024;2;Fiji;Tenerife;Internacional;7;64,5;4,4;250,0
2024;2;Fiji;Val�ncia;Internacional;19;169,08;29,9;111,11
2024;2;Filipinas;Alacant/Alicante;Internacional;383;127,02;12,83;62,29
2024;2;Filipinas;Almer�a;Internacional;27;106,66;7,58;440,0
2024;2;Filipinas;Badajoz;Internacional;10;21,56;5,67;233,33
2024;2;Filipinas;Barcelona;Internacional;20394;131,79;11,1;10,01
2024;2;Filipinas;Bilbao;Internacional;446;102,34;13,73;72,87
2024;2;Filipinas;Burgos;Internacional;35;26,67;5,5;0,0
2024;2;Filipinas;Castell� de la Plana;Internacional;8;58,17;9,83;-73,33
2024;2;Filipinas;Coru�a, A;Internacional;42;112,71;7,85;27,27
2024;2;Filipinas;Donostia/San Sebasti�n;Internacional;133;96,91;8,66;92,75
2024;2;Filipinas;Fuerteventura;Internacional;59;100,43;6,53;43,9
2024;2;Filipinas;Girona;Internacional;74;85,57;13,5;72,09
2024;2;Filipinas;Granada;Internacional;85;111,79;7,34;28,79
2024;2;Filipinas;Ibiza;Internacional;402;118,34;6,99;96,1
2024;2;Filipinas;Jerez de la Frontera;Internacional;79;104,81;8,18;192,59
2024;2;Filipinas;Lanzarote;Internacional;122;94,18;7,79;90,63
2024;2;Filipinas;Le�n;Internacional;27;26,09;5,57;107,69
2024;2;Filipinas;Lleida;Internacional;6;25,0;5,5;-90,32
2024;2;Filipinas;Madrid;Internacional;22313;130,35;15,08;9,91
2024;2;Filipinas;Mallorca;Internacional;562;120,34;7,16;24,89
2024;2;Filipinas;Melilla;Internacional;2;23,0;5,0;-60,0
2024;2;Filipinas;Menorca;Internacional;43;145,71;11,25;38,71
2024;2;Filipinas;Murcia;Internacional;16;118,3;14,52;77,78
2024;2;Filipinas;M�laga;Internacional;1493;123,46;13,83;61,93
2024;2;Filipinas;Oviedo;Internacional;69;94,06;14,05;56,82
2024;2;Filipinas;Palmas de Gran Canaria, Las;Internacional;297;85,58;12,37;147,5
2024;2;Filipinas;Pamplona/Iru�a;Internacional;62;84,05;7,26;6,9
2024;2;Filipinas;Reus;Internacional;36;89,62;16,62;2,86
2024;2;Filipinas;Salamanca;Internacional;42;31,0;6,0;4100,0
2024;2;Filipinas;Santa Cruz de la Palma;Internacional;22;116,14;8,86;175,0
2024;2;Filipinas;Santander;Internacional;465;54,89;22,52;1228,57
2024;2;Filipinas;Santiago de Compostela;Internacional;80;137,56;14,16;86,05
2024;2;Filipinas;Seu d'Urgell, La;Internacional;29;32,82;8,84;866,67
2024;2;Filipinas;Sevilla;Internacional;445;118,76;10,35;44,95
2024;2;Filipinas;Tenerife;Internacional;204;121,1;8,34;35,1
2024;2;Filipinas;Valladolid;Internacional;17;25,75;4,38;30,77
2024;2;Filipinas;Valverde;Internacional;2;130,0;2,0;-33,33
2024;2;Filipinas;Val�ncia;Internacional;919;97,77;12,99;46,81
2024;2;Filipinas;Vigo;Internacional;50;128,31;11,05;-28,57
2024;2;Filipinas;Vitoria-Gasteiz;Internacional;10;13,83;7,0;11,11
2024;2;Filipinas;Zaragoza;Internacional;21;48,88;10,89;40,0
2024;2;Finlandia;Alacant/Alicante;Internacional;96173;137,12;9,31;42,22
2024;2;Finlandia;Almer�a;Internacional;549;91,78;11,97;23,65
2024;2;Finlandia;Badajoz;Internacional;22;99,31;8,82;-56,86
2024;2;Finlandia;Barcelona;Internacional;116622;132,27;6,17;23,24
2024;2;Finlandia;Bilbao;Internacional;13903;116,0;7,54;136,53
2024;2;Finlandia;Burgos;Internacional;33;90,97;6,76;0,0
2024;2;Finlandia;Castell� de la Plana;Internacional;180;102,5;6,46;18,42
2024;2;Finlandia;Coru�a, A;Internacional;583;99,32;10,46;17,07
2024;2;Finlandia;Donostia/San Sebasti�n;Internacional;1147;102,99;6,63;62,93
2024;2;Finlandia;Fuerteventura;Internacional;4536;109,58;9,21;-24,34
2024;2;Finlandia;Girona;Internacional;4812;112,52;6,89;-2,67
2024;2;Finlandia;Granada;Internacional;2634;108,93;7,91;7,91
2024;2;Finlandia;Ibiza;Internacional;7483;121,1;6,39;-5,22
2024;2;Finlandia;Jerez de la Frontera;Internacional;706;102,8;8,39;43,2
2024;2;Finlandia;Lanzarote;Internacional;6386;145,22;8,76;5,24
2024;2;Finlandia;Le�n;Internacional;90;75,23;6,45;190,32
2024;2;Finlandia;Lleida;Internacional;16;95,09;9,91;166,67
2024;2;Finlandia;Logro�o;Internacional;47;54,61;6,21;235,71
2024;2;Finlandia;Madrid;Internacional;41994;134,97;7,82;10,3
2024;2;Finlandia;Mallorca;Internacional;55126;133,8;7,15;67,72
2024;2;Finlandia;Melilla;Internacional;133;117,98;10,39;150,94
2024;2;Finlandia;Menorca;Internacional;1141;118,56;6,62;4,68
2024;2;Finlandia;Murcia;Internacional;1491;88,94;8,35;255,0
2024;2;Finlandia;M�laga;Internacional;194023;148,86;9,44;27,14
2024;2;Finlandia;Oviedo;Internacional;673;122,82;7,01;17,45
2024;2;Finlandia;Palmas de Gran Canaria, Las;Internacional;74832;152,06;9,01;22,51
2024;2;Finlandia;Pamplona/Iru�a;Internacional;190;97,14;6,84;8,57
2024;2;Finlandia;Reus;Internacional;2333;89,12;6,52;37,56
2024;2;Finlandia;Salamanca;Internacional;30;132,06;6,52;100,0
2024;2;Finlandia;San Sebasti�n de la Gomera;Internacional;312;139,07;8,65;43,78
2024;2;Finlandia;Santa Cruz de la Palma;Internacional;618;145,5;8,71;-8,17
2024;2;Finlandia;Santander;Internacional;367;114,85;9,47;-10,92
2024;2;Finlandia;Santiago de Compostela;Internacional;1044;96,16;20,97;21,68
2024;2;Finlandia;Seu d'Urgell, La;Internacional;129;115,85;5,49;118,64
2024;2;Finlandia;Sevilla;Internacional;7892;116,7;6,1;22,0
2024;2;Finlandia;Tenerife;Internacional;34626;139,02;10,17;17,85
2024;2;Finlandia;Valladolid;Internacional;50;83,57;9,2;-1,96
2024;2;Finlandia;Valverde;Internacional;45;133,7;19,78;87,5
2024;2;Finlandia;Val�ncia;Internacional;13358;110,21;6,64;38,47
2024;2;Finlandia;Vigo;Internacional;709;95,08;7,3;71,67
2024;2;Finlandia;Vitoria-Gasteiz;Internacional;1426;124,96;5,7;192,81
2024;2;Finlandia;Zaragoza;Internacional;216;116,01;6,29;18,68
2024;2;Francia;Alacant/Alicante;Internacional;321093;136,02;7,85;7,59
2024;2;Francia;Almer�a;Internacional;29765;121,91;7,71;50,27
2024;2;Francia;Badajoz;Internacional;1762;94,9;6,98;40,4
2024;2;Francia;Barcelona;Internacional;1433641;152,41;7,37;-0,13
2024;2;Francia;Bilbao;Internacional;79848;121,72;7,39;38,27
2024;2;Francia;Burgos;Internacional;723;86,07;7,32;0,0
2024;2;Francia;Castell� de la Plana;Internacional;5721;104,88;6,49;102,66
2024;2;Francia;Coru�a, A;Internacional;11518;110,05;7,02;18,57
2024;2;Francia;Donostia/San Sebasti�n;Internacional;20450;110,47;5,88;51,74
2024;2;Francia;Fuerteventura;Internacional;186688;140,82;8,45;-9,17
2024;2;Francia;Girona;Internacional;40309;120,28;6,32;-0,98
2024;2;Francia;Granada;Internacional;68213;130,29;7,09;-7,75
2024;2;Francia;Ibiza;Internacional;392318;141,61;6,27;-3,07
2024;2;Francia;Jerez de la Frontera;Internacional;25691;125,41;6,69;66,53
2024;2;Francia;Lanzarote;Internacional;342311;152,45;7,75;15,91
2024;2;Francia;Le�n;Internacional;1588;108,39;7,26;17,11
2024;2;Francia;Lleida;Internacional;282;82,57;5,45;-16,57
2024;2;Francia;Logro�o;Internacional;618;58,28;4,96;14,87
2024;2;Francia;Madrid;Internacional;1079290;150,52;8,61;9,73
2024;2;Francia;Mallorca;Internacional;770553;144,55;7,13;-7,97
2024;2;Francia;Melilla;Internacional;4564;109,84;9,94;22,79
2024;2;Francia;Menorca;Internacional;288837;137,6;10,15;-1,81
2024;2;Francia;Murcia;Internacional;8314;113,23;7,55;32,2
2024;2;Francia;M�laga;Internacional;623180;147,47;8,49;4,31
2024;2;Francia;Oviedo;Internacional;15806;105,08;6,47;-12,63
2024;2;Francia;Palmas de Gran Canaria, Las;Internacional;255449;146,19;8,61;2,61
2024;2;Francia;Pamplona/Iru�a;Internacional;5555;105,14;4,96;62,76
2024;2;Francia;Reus;Internacional;18067;113,55;6,45;-40,22
2024;2;Francia;Salamanca;Internacional;2005;89,84;7,07;23,54
2024;2;Francia;San Sebasti�n de la Gomera;Internacional;4477;126,9;8,73;54,17
2024;2;Francia;Santa Cruz de la Palma;Internacional;27943;132,28;8,99;56,3
2024;2;Francia;Santander;Internacional;20459;106,91;6,1;21,0
2024;2;Francia;Santiago de Compostela;Internacional;29836;116,73;7,12;-29,64
2024;2;Francia;Seu d'Urgell, La;Internacional;2757;80,17;5,47;180,18
2024;2;Francia;Sevilla;Internacional;602268;147,75;6,6;2,01
2024;2;Francia;Tenerife;Internacional;463259;146,79;8,57;-16,0
2024;2;Francia;Valladolid;Internacional;2142;100,68;7,69;32,39
2024;2;Francia;Valverde;Internacional;1686;116,88;8,25;76,18
2024;2;Francia;Val�ncia;Internacional;297776;140,26;7,24;0,88
2024;2;Francia;Vigo;Internacional;14014;114,96;6,84;31,55
2024;2;Francia;Vitoria-Gasteiz;Internacional;2160;88,65;6,99;117,3
2024;2;Francia;Zaragoza;Internacional;12157;111,42;5,73;37,85
2024;2;Gab�n;Alacant/Alicante;Internacional;3;83,0;6,0;-78,57
2024;2;Gab�n;Almer�a;Internacional;2;48,0;57,0;0,0
2024;2;Gab�n;Barcelona;Internacional;75;98,49;11,59;27,12
2024;2;Gab�n;Bilbao;Internacional;14;86,5;23,75;366,67
2024;2;Gab�n;Granada;Internacional;1;0,0;6,0;-66,67
2024;2;Gab�n;Ibiza;Internacional;10;33,5;10,67;100,0
2024;2;Gab�n;Jerez de la Frontera;Internacional;2;31,0;6,0;0,0
2024;2;Gab�n;Lanzarote;Internacional;2;31,0;6,0;0,0
2024;2;Gab�n;Madrid;Internacional;149;91,33;21,26;-11,83
2024;2;Gab�n;Mallorca;Internacional;11;37,5;9,5;450,0
2024;2;Gab�n;M�laga;Internacional;5;46,09;31,67;-37,5
2024;2;Gab�n;Palmas de Gran Canaria, Las;Internacional;28;67,5;17,09;133,33
2024;2;Gab�n;Salamanca;Internacional;2;31,0;6,0;0,0
2024;2;Gab�n;Tenerife;Internacional;1;67,0;8,0;-50,0
2024;2;Gab�n;Val�ncia;Internacional;7;17,0;6,84;-80,0
2024;2;Gab�n;Zaragoza;Internacional;1;20,0;25,0;0,0
2024;2;Gambia;Alacant/Alicante;Internacional;38;73,87;7,66;171,43
2024;2;Gambia;Almer�a;Internacional;4;10,5;8,5;0,0
2024;2;Gambia;Barcelona;Internacional;1909;154,54;13,39;71,21
2024;2;Gambia;Bilbao;Internacional;12;59,13;7,5;33,33
2024;2;Gambia;Donostia/San Sebasti�n;Internacional;1;129,0;6,0;-50,0
2024;2;Gambia;Fuerteventura;Internacional;11;75,07;5,4;83,33
2024;2;Gambia;Girona;Internacional;6;9,83;13,67;-64,71
2024;2;Gambia;Granada;Internacional;5;67,8;6,2;150,0
2024;2;Gambia;Ibiza;Internacional;4;109,67;16,0;-33,33
2024;2;Gambia;Lanzarote;Internacional;6;95,92;6,0;-71,43
2024;2;Gambia;Madrid;Internacional;297;135,75;19,64;19,76
2024;2;Gambia;Mallorca;Internacional;10;122,11;25,11;-37,5
2024;2;Gambia;Melilla;Internacional;2;43,0;4,0;0,0
2024;2;Gambia;Menorca;Internacional;2;186,5;5,0;100,0
2024;2;Gambia;Murcia;Internacional;3;136,5;7,5;0,0
2024;2;Gambia;M�laga;Internacional;60;107,91;14,08;-27,71
2024;2;Gambia;Palmas de Gran Canaria, Las;Internacional;35;94,73;7,9;-20,45
2024;2;Gambia;Reus;Internacional;4;12,5;16,0;-73,33
2024;2;Gambia;San Sebasti�n de la Gomera;Internacional;2;8,5;17,5;0,0
2024;2;Gambia;Santa Cruz de la Palma;Internacional;2;320,0;8,0;100,0
2024;2;Gambia;Seu d'Urgell, La;Internacional;15;13,84;18,42;0,0
2024;2;Gambia;Sevilla;Internacional;9;25,67;8,22;125,0
2024;2;Gambia;Tenerife;Internacional;44;109,27;7,57;-31,25
2024;2;Gambia;Val�ncia;Internacional;11;69,72;6,75;-65,63
2024;2;Gambia;Vigo;Internacional;2;5,0;7,0;0,0
2024;2;Georgia;Alacant/Alicante;Internacional;1653;128,57;11,17;31,19
2024;2;Georgia;Almer�a;Internacional;11;129,61;10,58;-64,52
2024;2;Georgia;Badajoz;Internacional;6;120,0;5,0;-45,45
2024;2;Georgia;Barcelona;Internacional;35829;167,5;8,3;-17,75
2024;2;Georgia;Bilbao;Internacional;896;124,12;8,07;-10,22
2024;2;Georgia;Castell� de la Plana;Internacional;26;28,28;5,29;8,33
2024;2;Georgia;Coru�a, A;Internacional;84;103,33;11,09;-14,29
2024;2;Georgia;Donostia/San Sebasti�n;Internacional;73;138,3;23,27;-3,95
2024;2;Georgia;Fuerteventura;Internacional;88;124,86;8,72;91,3
2024;2;Georgia;Girona;Internacional;204;102,44;9,8;-11,69
2024;2;Georgia;Granada;Internacional;131;100,48;7,59;125,86
2024;2;Georgia;Ibiza;Internacional;1304;122,19;7,23;100,62
2024;2;Georgia;Jerez de la Frontera;Internacional;19;50,36;7,58;-64,15
2024;2;Georgia;Lanzarote;Internacional;151;93,82;6,94;214,58
2024;2;Georgia;Le�n;Internacional;9;42,5;7,0;28,57
2024;2;Georgia;Lleida;Internacional;12;87,0;3,33;0,0
2024;2;Georgia;Madrid;Internacional;19737;170,78;8,8;20,81
2024;2;Georgia;Mallorca;Internacional;1597;143,42;6,92;66,01
2024;2;Georgia;Melilla;Internacional;5;43,88;25,5;25,0
2024;2;Georgia;Menorca;Internacional;98;112,21;6,23;216,13
2024;2;Georgia;Murcia;Internacional;48;62,07;12,14;65,52
2024;2;Georgia;M�laga;Internacional;2339;129,45;12,03;-19,07
2024;2;Georgia;Oviedo;Internacional;32;51,92;24,4;-40,74
2024;2;Georgia;Palmas de Gran Canaria, Las;Internacional;401;131,82;7,9;43,21
2024;2;Georgia;Reus;Internacional;85;93,43;11,91;-48,8
2024;2;Georgia;Salamanca;Internacional;6;79,44;7,33;200,0
2024;2;Georgia;San Sebasti�n de la Gomera;Internacional;1;52,0;4,0;0,0
2024;2;Georgia;Santa Cruz de la Palma;Internacional;14;64,22;6,3;100,0
2024;2;Georgia;Santander;Internacional;26;138,2;9,02;18,18
2024;2;Georgia;Santiago de Compostela;Internacional;33;94,75;24,47;0,0
2024;2;Georgia;Seu d'Urgell, La;Internacional;9;129,0;6,33;0,0
2024;2;Georgia;Sevilla;Internacional;646;145,36;10,0;-11,14
2024;2;Georgia;Tenerife;Internacional;496;111,2;8,58;0,81
2024;2;Georgia;Valladolid;Internacional;2;47,0;7,0;-88,89
2024;2;Georgia;Val�ncia;Internacional;2714;154,1;12,54;-13,21
2024;2;Georgia;Vigo;Internacional;64;98,05;6,39;540,0
2024;2;Georgia;Vitoria-Gasteiz;Internacional;8;72,03;8,17;-27,27
2024;2;Georgia;Zaragoza;Internacional;24;74,14;7,71;20,0
2024;2;Ghana;Alacant/Alicante;Internacional;65;93,41;34,81;-62,43
2024;2;Ghana;Almer�a;Internacional;3;49,0;12,0;200,0
2024;2;Ghana;Barcelona;Internacional;1006;144,77;15,66;-16,31
2024;2;Ghana;Bilbao;Internacional;36;118,47;24,36;-78,31
2024;2;Ghana;Castell� de la Plana;Internacional;4;9,0;91,0;0,0
2024;2;Ghana;Fuerteventura;Internacional;9;93,88;8,0;12,5
2024;2;Ghana;Girona;Internacional;2;43,5;5,0;0,0
2024;2;Ghana;Granada;Internacional;4;25,33;2,67;-84,62
2024;2;Ghana;Ibiza;Internacional;32;112,04;6,23;18,52
2024;2;Ghana;Jerez de la Frontera;Internacional;7;130,0;6,0;600,0
2024;2;Ghana;Lanzarote;Internacional;13;101,63;8,38;-43,48
2024;2;Ghana;Madrid;Internacional;1023;160,18;14,08;-28,06
2024;2;Ghana;Mallorca;Internacional;65;118,12;17,42;-39,81
2024;2;Ghana;Menorca;Internacional;1;42,0;6,0;-50,0
2024;2;Ghana;Murcia;Internacional;3;3,67;114,0;0,0
2024;2;Ghana;M�laga;Internacional;569;102,55;23,38;187,37
2024;2;Ghana;Palmas de Gran Canaria, Las;Internacional;68;147,68;7,69;-1,45
2024;2;Ghana;Santa Cruz de la Palma;Internacional;4;199,5;10,0;0,0
2024;2;Ghana;Santiago de Compostela;Internacional;3;139,0;10,0;200,0
2024;2;Ghana;Sevilla;Internacional;44;74,44;5,61;-2,22
2024;2;Ghana;Tenerife;Internacional;64;115,43;11,4;45,45
2024;2;Ghana;Val�ncia;Internacional;170;109,49;12,86;109,88
2024;2;Ghana;Vigo;Internacional;3;118,0;16,5;-25,0
2024;2;Ghana;Zaragoza;Internacional;6;119,0;32,5;-57,14
2024;2;Granada;Alacant/Alicante;Internacional;2;137,5;2,5;-71,43
2024;2;Granada;Barcelona;Internacional;61;146,22;6,84;-76,17
2024;2;Granada;Bilbao;Internacional;1;17,0;12,0;-98,75
2024;2;Granada;Coru�a, A;Internacional;2;29,0;3,0;-75,0
2024;2;Granada;Granada;Internacional;4;47,0;5,5;-75,0
2024;2;Granada;Ibiza;Internacional;10;36,24;5,31;-85,07
2024;2;Granada;Madrid;Internacional;47;73,52;7,98;-66,19
2024;2;Granada;Mallorca;Internacional;2;118,5;5,5;-97,53
2024;2;Granada;Melilla;Internacional;1;55,0;6,0;-94,12
2024;2;Granada;M�laga;Internacional;26;96,73;14,26;44,44
2024;2;Granada;Oviedo;Internacional;1;30,0;4,0;-95,83
2024;2;Granada;Santander;Internacional;3;9,33;2,33;-86,36
2024;2;Granada;Santiago de Compostela;Internacional;1;10,0;1,0;-97,37
2024;2;Granada;Sevilla;Internacional;26;31,38;6,04;-69,77
2024;2;Granada;Tenerife;Internacional;2;14,5;4,5;-98,65
2024;2;Granada;Val�ncia;Internacional;6;32,17;6,0;-86,36
2024;2;Grecia;Alacant/Alicante;Internacional;9549;132,21;7,24;98,24
2024;2;Grecia;Almer�a;Internacional;299;115,99;8,46;-30,3
2024;2;Grecia;Badajoz;Internacional;46;115,76;6,42;39,39
2024;2;Grecia;Barcelona;Internacional;243135;147,7;6,25;22,24
2024;2;Grecia;Bilbao;Internacional;17454;123,83;7,67;30,98
2024;2;Grecia;Burgos;Internacional;13;104,96;7,08;0,0
2024;2;Grecia;Castell� de la Plana;Internacional;244;152,54;11,8;121,82
2024;2;Grecia;Coru�a, A;Internacional;886;116,76;7,7;0,34
2024;2;Grecia;Donostia/San Sebasti�n;Internacional;1228;113,77;6,45;42,62
2024;2;Grecia;Fuerteventura;Internacional;1332;122,37;8,83;-3,41
2024;2;Grecia;Girona;Internacional;7314;130,06;7,14;594,59
2024;2;Grecia;Granada;Internacional;2865;120,05;8,97;19,13
2024;2;Grecia;Ibiza;Internacional;14775;135,94;5,71;0,38
2024;2;Grecia;Jerez de la Frontera;Internacional;797;115,36;9,32;43,86
2024;2;Grecia;Lanzarote;Internacional;1323;117,05;7,33;-49,83
2024;2;Grecia;Le�n;Internacional;117;147,03;21,94;244,12
2024;2;Grecia;Lleida;Internacional;9;124,24;9,76;125,0
2024;2;Grecia;Logro�o;Internacional;54;99,36;5,27;315,38
2024;2;Grecia;Madrid;Internacional;104022;134,14;7,11;17,34
2024;2;Grecia;Mallorca;Internacional;32291;123,48;6,85;61,49
2024;2;Grecia;Melilla;Internacional;24;90,22;6,75;-74,47
2024;2;Grecia;Menorca;Internacional;725;129,92;6,58;3,57
2024;2;Grecia;Murcia;Internacional;370;137,64;7,4;91,71
2024;2;Grecia;M�laga;Internacional;25140;125,4;6,94;18,21
2024;2;Grecia;Oviedo;Internacional;847;120,17;17,24;43,56
2024;2;Grecia;Palmas de Gran Canaria, Las;Internacional;7489;135,61;7,54;33,78
2024;2;Grecia;Pamplona/Iru�a;Internacional;225;116,81;6,84;60,71
2024;2;Grecia;Reus;Internacional;1128;135,53;7,8;141,54
2024;2;Grecia;Salamanca;Internacional;198;107,82;6,04;273,58
2024;2;Grecia;San Sebasti�n de la Gomera;Internacional;34;155,12;8,79;-10,53
2024;2;Grecia;Santa Cruz de la Palma;Internacional;346;125,2;6,33;30,08
2024;2;Grecia;Santander;Internacional;546;112,9;12,13;19,21
2024;2;Grecia;Santiago de Compostela;Internacional;1303;123,84;6,33;22,12
2024;2;Grecia;Seu d'Urgell, La;Internacional;71;89,96;9,33;57,78
2024;2;Grecia;Sevilla;Internacional;24258;127,14;6,65;52,09
2024;2;Grecia;Tenerife;Internacional;3542;129,18;7,36;23,98
2024;2;Grecia;Valladolid;Internacional;87;102,91;5,99;1,16
2024;2;Grecia;Valverde;Internacional;2;17,0;11,0;-50,0
2024;2;Grecia;Val�ncia;Internacional;20030;130,56;6,71;21,27
2024;2;Grecia;Vigo;Internacional;695;132,03;6,78;36,54
2024;2;Grecia;Vitoria-Gasteiz;Internacional;221;119,03;14,52;9,41
2024;2;Grecia;Zaragoza;Internacional;475;122,34;6,7;-47,92
2024;2;Guatemala;Alacant/Alicante;Internacional;195;153,33;13,3;-39,81
2024;2;Guatemala;Almer�a;Internacional;15;76,49;11,69;-37,5
2024;2;Guatemala;Badajoz;Internacional;2;140,5;6,0;-97,89
2024;2;Guatemala;Barcelona;Internacional;6093;135,66;18,23;19,63
2024;2;Guatemala;Bilbao;Internacional;844;153,15;22,86;92,26
2024;2;Guatemala;Castell� de la Plana;Internacional;7;139,0;12,0;250,0
2024;2;Guatemala;Coru�a, A;Internacional;32;132,49;9,86;-11,11
2024;2;Guatemala;Donostia/San Sebasti�n;Internacional;21;116,57;15,29;-64,41
2024;2;Guatemala;Fuerteventura;Internacional;12;99,92;13,08;-86,67
2024;2;Guatemala;Girona;Internacional;20;130,0;10,05;100,0
2024;2;Guatemala;Granada;Internacional;42;160,34;20,48;-12,5
2024;2;Guatemala;Ibiza;Internacional;133;112,26;7,03;11,76
2024;2;Guatemala;Jerez de la Frontera;Internacional;24;32,12;17,44;-56,36
2024;2;Guatemala;Lanzarote;Internacional;27;146,87;12,97;92,86
2024;2;Guatemala;Le�n;Internacional;9;152,5;10,0;125,0
2024;2;Guatemala;Logro�o;Internacional;5;47,84;12,0;400,0
2024;2;Guatemala;Madrid;Internacional;31761;147,68;16,58;11,52
2024;2;Guatemala;Mallorca;Internacional;115;159,72;10,78;-36,11
2024;2;Guatemala;Melilla;Internacional;3;28,33;7,0;-50,0
2024;2;Guatemala;Menorca;Internacional;7;121,6;5,5;-53,33
2024;2;Guatemala;Murcia;Internacional;22;146,33;6,77;4,76
2024;2;Guatemala;M�laga;Internacional;363;142,31;14,93;-37,63
2024;2;Guatemala;Oviedo;Internacional;52;79,59;10,21;-42,86
2024;2;Guatemala;Palmas de Gran Canaria, Las;Internacional;63;117,76;13,53;-77,58
2024;2;Guatemala;Pamplona/Iru�a;Internacional;53;92,6;26,74;43,24
2024;2;Guatemala;Reus;Internacional;20;104,2;8,9;81,82
2024;2;Guatemala;Salamanca;Internacional;2;62,0;15,5;-75,0
2024;2;Guatemala;Santa Cruz de la Palma;Internacional;5;63,5;6,0;0,0
2024;2;Guatemala;Santander;Internacional;38;101,93;26,59;-26,92
2024;2;Guatemala;Santiago de Compostela;Internacional;55;127,14;15,07;-48,11
2024;2;Guatemala;Seu d'Urgell, La;Internacional;19;166,98;5,52;58,33
2024;2;Guatemala;Sevilla;Internacional;225;167,14;13,22;-44,58
2024;2;Guatemala;Tenerife;Internacional;57;100,76;12,65;58,33
2024;2;Guatemala;Valverde;Internacional;1;102,0;14,0;0,0
2024;2;Guatemala;Val�ncia;Internacional;796;156,68;18,76;62,78
2024;2;Guatemala;Vigo;Internacional;41;132,54;14,94;-82,1
2024;2;Guatemala;Vitoria-Gasteiz;Internacional;1;91,0;16,0;-75,0
2024;2;Guatemala;Zaragoza;Internacional;21;172,31;9,9;-12,5
2024;2;Guinea;Alacant/Alicante;Internacional;5;24,83;4,67;-44,44
2024;2;Guinea;Barcelona;Internacional;290;112,75;15,08;-25,64
2024;2;Guinea;Bilbao;Internacional;4;18,0;6,5;-73,33
2024;2;Guinea;Castell� de la Plana;Internacional;1;7,0;295,0;0,0
2024;2;Guinea;Donostia/San Sebasti�n;Internacional;1;171,0;14,0;0,0
2024;2;Guinea;Fuerteventura;Internacional;2;31,0;5,5;0,0
2024;2;Guinea;Ibiza;Internacional;5;73,33;7,33;0,0
2024;2;Guinea;Jerez de la Frontera;Internacional;5;31,0;6,0;0,0
2024;2;Guinea;Lanzarote;Internacional;4;31,0;5,5;33,33
2024;2;Guinea;Madrid;Internacional;292;134,22;20,89;10,61
2024;2;Guinea;Menorca;Internacional;1;29,0;7,0;0,0
2024;2;Guinea;M�laga;Internacional;73;114,36;18,56;92,11
2024;2;Guinea;Oviedo;Internacional;1;64,0;14,0;0,0
2024;2;Guinea;Palmas de Gran Canaria, Las;Internacional;120;105,35;12,37;823,08
